0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1.827000000004242e-05,-0.18471631,0.006048080000000011,-0.19290812999999996,-0.008497629999999978,-0.19311209999999995,0.013370960000000043,-0.19214184999999995,-0.022888749999999958,-0.19079100999999998,0.029989840000000045,-0.14221455,-0.03843415,-0.14325212999999998,0.0524367,-0.08043602,-0.058043929999999966,-0.08167128999999995,0.060228470000000034,-0.02047228000000001,-0.06288542999999996,-0.01457425000000001,0.022519860000000003,-0.0004514500000000199,-0.022519860000000003,0.0004514500000000199,0.028744340000000035,0.09042871000000008,-0.027094129999999994,0.09870745000000003,0.03171575000000004,0.15992689000000004,-0.022781459999999976,0.19339592000000005,0.022446859999999957,0.06177853,0.007791770000000031,0.05996373999999999,-0.019609779999999966,0.061580840000000026,-0.004841499999999999,0.06709703999999994,0.006224480000000032,0.0908801600000001,0.0029714100000000077,0.06949817999999996,-0.004574269999999991,0.09825600000000001,0.004312670000000018,0.09468847000000002,-0.06842399000000005,-0.0010375799999999824,-0.045039720000000005,0.0009029000000000398,0.042693944559164386,0.04307146273247401
-0.0002731249999999852,-0.18606930500000002,0.005769024999999983,-0.19450443500000003,-0.009120655000000033,-0.19424700500000003,0.013248755000000001,-0.19409775500000004,-0.023922814999999986,-0.19179150500000003,0.02968178499999996,-0.144176935,-0.039508235,-0.14452533500000003,0.05095986499999999,-0.08230573500000005,-0.06013013500000003,-0.08289423500000004,0.06022916499999997,-0.022750935000000028,-0.06370097499999999,-0.01647763499999999,0.022686824999999966,-0.0006791050000000132,-0.02268682500000002,0.0006791050000000132,0.028195574999999973,0.09010771499999992,-0.026057825000000034,0.09863176499999993,0.029897424999999977,0.16251516499999996,-0.021996395000000002,0.194552925,0.021278080000000033,0.06187119999999996,0.00926929999999998,0.05955480000000002,-0.020621900000000026,0.061631099999999994,-0.003570839999999964,0.06641660000000005,0.005508750000000007,0.09078681999999993,0.0017018500000000047,0.07240745000000004,-0.003371000000000013,0.09795265999999991,0.0040614300000000325,0.09592116000000006,-0.06919001999999996,-0.00034840000000002647,-0.04537364999999999,0.0013582100000000263,0.04354989061093611,0.04445800521447288
-0.00042468500000003573,-0.18690000500000004,0.005750834999999954,-0.19537199500000002,-0.009095875000000031,-0.19513396500000002,0.013325124999999993,-0.19571463500000003,-0.02406487500000004,-0.19372592500000002,0.02943941499999997,-0.14553661500000004,-0.04066476500000005,-0.14612649500000002,0.050993474999999955,-0.08170981500000002,-0.062021795000000046,-0.083417305,0.060233294999999965,-0.020249865000000034,-0.06609842500000002,-0.016291165000000052,0.022845654999999965,-0.0005670349999999935,-0.02284565500000002,0.0005670349999999935,0.028372494999999998,0.09196000500000001,-0.026062075000000018,0.09884058499999993,0.027755134999999986,0.16909993499999998,-0.021021065000000005,0.194156275,0.021554059999999986,0.06382680000000002,0.00923982000000001,0.061459949999999985,-0.02135703,0.06270919000000003,-0.00407662999999997,0.06712613999999995,0.005526840000000033,0.09252704,-0.0006173600000000112,0.07713992999999997,-0.0032164199999999976,0.09827354999999993,0.005041010000000012,0.09531569000000006,-0.07010418000000002,-0.0005898799999999871,-0.045691309999999985,0.001134069999999987,0.04225221203178008,0.04642198853897689
-0.0003568050000000156,-0.18452358500000005,0.00596745500000001,-0.19294980500000003,-0.008793394999999982,-0.192678395,0.013042885000000004,-0.19371268500000005,-0.02430419500000003,-0.192059105,0.02780337500000002,-0.14475158500000002,-0.04212950500000001,-0.14436393500000005,0.050107555000000026,-0.08026263500000003,-0.064111635,-0.08156091500000001,0.05988932499999999,-0.016422235000000063,-0.068679025,-0.013647335000000038,0.022584245000000003,-0.0010319650000000236,-0.022584245000000003,0.0010319650000000236,0.027394964999999993,0.08914306500000002,-0.025705325,0.09867266499999994,0.025337765000000012,0.176335425,-0.020020974999999996,0.19760211500000002,0.022304180000000007,0.06448894999999999,0.009781769999999967,0.06384039999999996,-0.02198212999999999,0.06280302000000004,-0.0045673900000000045,0.06791357999999997,0.0048107199999999906,0.09017503000000004,-0.0020571999999999813,0.08719235999999997,-0.0031210799999999983,0.09764069999999991,0.005684350000000005,0.09892945000000009,-0.06993288000000003,0.00038764999999996164,-0.045168490000000006,0.002063930000000047,0.040355041871856616,0.048375723165017405
-0.0005261249999999884,-0.18409012500000005,0.006006184999999997,-0.19251377500000005,-0.008972425000000006,-0.19212369500000004,0.013149475000000022,-0.19349442500000008,-0.024846005000000004,-0.19184072500000005,0.02691353499999999,-0.14499165500000005,-0.042888305000000015,-0.14447061500000008,0.04886083499999999,-0.08061261500000005,-0.065170485,-0.08130017500000009,0.059226535000000025,-0.017181475000000113,-0.07029949499999999,-0.014667525000000015,0.022492634999999983,-0.0006476250000000405,-0.022492634999999983,0.0006476249999999295,0.026227604999999987,0.09408322499999999,-0.025445604999999982,0.09834792499999989,0.023359004999999988,0.19062267499999996,-0.019615645000000015,0.19934482499999995,0.021947300000000003,0.06437904,0.010365700000000033,0.06343113999999994,-0.022282179999999985,0.06317044,-0.005129009999999989,0.06663265000000007,0.003734970000000004,0.09473085000000003,-0.002868599999999999,0.09653944999999997,-0.002952969999999999,0.09770029999999996,0.005829959999999967,0.10099690000000006,-0.06980184,0.0005210399999999726,-0.044985269999999966,0.00129524999999997,0.04028334153260508,0.05020009643996811
-0.00039861000000002145,-0.18590195000000004,0.006114889999999984,-0.19406188000000002,-0.008738729999999972,-0.19359688000000003,0.012715960000000026,-0.19489313000000003,-0.025107659999999976,-0.19337077000000003,0.025924940000000007,-0.14652426000000002,-0.044007410000000025,-0.14623848,0.04884683000000001,-0.08144138000000001,-0.06683198000000001,-0.08351947000000004,0.05925111999999999,-0.01750940000000001,-0.07248531000000002,-0.01734330000000006,0.02245208999999998,-0.0005066999999999711,-0.02245208999999998,0.0005066999999999711,0.024369350000000012,0.09673734999999994,-0.025508829999999982,0.09961629999999999,0.021525970000000005,0.19579734999999998,-0.019889839999999992,0.19822372999999993,0.02292189,0.06508288000000001,0.010404289999999983,0.06393198,-0.02282456999999999,0.06271900999999996,-0.005653330000000012,0.06617616999999998,0.0019172600000000317,0.09724404999999992,-0.0028433800000000065,0.09906000000000004,-0.0030567400000000022,0.09910960000000002,0.00561898999999999,0.09860742999999994,-0.06993235000000003,0.00028578000000001325,-0.04490417999999996,0.0010133999999999421,0.040537148595219445,0.05312198794819717
0.0008682600000000096,-0.1868127,0.007575920000000014,-0.19530970000000003,-0.0075843299999999725,-0.19450677,0.014274960000000003,-0.19622428000000003,-0.024351419999999957,-0.19414938000000004,0.026858480000000018,-0.14695952,-0.04395017999999995,-0.14583184999999999,0.04988179000000004,-0.08103470000000002,-0.06741648,-0.08221095,0.059913820000000007,-0.018020150000000013,-0.07227317999999999,-0.01824665000000003,0.022595220000000027,-0.0005555499999999602,-0.02259521999999997,0.0005555499999999602,0.023754480000000022,0.09905107999999996,-0.025551109999999988,0.10087734999999998,0.02048454000000005,0.20161147999999995,-0.01849674999999995,0.1980594,0.02302331000000002,0.06592482,0.01003202999999997,0.06301455,-0.02346630000000005,0.06362089999999998,-0.004856699999999992,0.06396429999999997,0.0011592599999999953,0.09960662999999992,-0.003269939999999971,0.1025604,-0.0029558900000000166,0.10032180000000002,0.007054360000000037,0.09718205000000002,-0.07080865999999997,0.001127670000000025,-0.04519044,0.0011110999999999205,0.04120303579980485,0.05311706349753911
0.001778890000000033,-0.18720557499999996,0.00866030000000001,-0.19582537499999997,-0.006418629999999981,-0.19520414499999994,0.015454930000000033,-0.19708597499999997,-0.023134009999999983,-0.19568851499999995,0.02726982,-0.14710760499999997,-0.043153129999999984,-0.14716670499999995,0.051618620000000004,-0.08080927499999996,-0.06713930999999995,-0.08481902499999994,0.06100015000000003,-0.018700245000000004,-0.07190228999999998,-0.02117427499999991,0.02234887000000002,-0.0001919249999999817,-0.022348869999999965,0.00019192500000009272,0.023544800000000032,0.10065362500000008,-0.025091329999999967,0.10056702500000003,0.02072219000000003,0.205018755,-0.017359389999999975,0.195637885,0.024348800000000004,0.06629833000000002,0.009381530000000027,0.062109029999999954,-0.023986179999999968,0.062347680000000016,-0.004762980000000028,0.06364475000000003,0.0011959300000000117,0.10084555000000006,-0.002822610000000003,0.10436512999999992,-0.002742460000000002,0.10037509999999994,0.007731939999999993,0.09507085999999998,-0.07042294999999998,-5.9099999999978614e-05,-0.044697739999999986,0.0003838500000000744,0.04285416379840822,0.05396346853322534
0.002550270000000021,-0.18853093000000004,0.009386470000000036,-0.19732673000000006,-0.005851390000000012,-0.19642846000000003,0.01589539000000001,-0.19855915000000002,-0.023038489999999967,-0.19665960000000005,0.027657739999999986,-0.14796010000000004,-0.04311740999999997,-0.14855082000000003,0.05242883000000004,-0.08063872000000005,-0.06768798999999998,-0.08769513000000007,0.06119391000000002,-0.017126150000000062,-0.07241925999999999,-0.023787900000000084,0.022437609999999997,7.299999999932361e-06,-0.022437609999999997,-7.300000000043383e-06,0.02198251000000001,0.10180689999999992,-0.025814539999999997,0.10099219999999998,0.020519010000000004,0.2064151999999999,-0.018154630000000005,0.19465259999999995,0.02477109000000005,0.06732137999999999,0.00876507999999998,0.06351256999999999,-0.02457058000000001,0.06085568999999996,-0.00473127000000001,0.06390722999999998,-0.00045509999999998607,0.10179959999999999,-0.0014635000000000065,0.10460829999999999,-0.00337693,0.10099950000000002,0.007659909999999992,0.09366039999999998,-0.07077514999999995,-0.000590719999999989,-0.04487521999999999,-1.4599999999975743e-05,0.042374590246897985,0.055350539952944464
0.003307989999999983,-0.19074002,0.010561889999999963,-0.19923115000000002,-0.00498698000000003,-0.19887525000000006,0.01744443000000001,-0.19945215000000005,-0.02198875,-0.19874388000000004,0.028816689999999978,-0.14857578000000005,-0.04248307000000001,-0.15013655000000004,0.05365853999999998,-0.08105728000000001,-0.06747791000000003,-0.08884705000000004,0.06191070999999998,-0.018268850000000003,-0.07192291,-0.025939580000000073,0.022579729999999965,0.00029194999999992977,-0.02257973000000002,-0.0002919500000000408,0.020799789999999985,0.10105374999999994,-0.02567191000000002,0.09914529999999999,0.020023909999999978,0.20380770999999998,-0.017782750000000014,0.19115485,0.02484185,0.06751850000000004,0.008252170000000003,0.06278843,-0.024994840000000018,0.0612895,-0.004444999999999977,0.06290746999999997,-0.0017799399999999799,0.10076180000000001,-0.0007758800000000066,0.10275396000000003,-0.00309218,0.09943725000000003,0.007889160000000006,0.09200955,-0.07129975999999999,-0.0015607699999999891,-0.045159459999999985,-0.0005838999999999706,0.04349056546425211,0.05561070344033872
